"source_id","relative_path","kind","bytes","sha256","git_state","provenance","license_status","disposition","direct_transfer_approved","notes"
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-H4-HATCH-polyline-gate.md","documentation","2812","7fab8a2094920d47727cffbcb4878010efe5e9f6f0873304246e531d691443c2","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-H5-HATCH-boundary-expansion.md","documentation","2374","506f10ce8be59d81a23238df12d695d7d37feac130e59725fd5085d04347e99d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L1F-final-eof-validation.md","documentation","2477","7bb1fbe6b585db7969467592b34ff2f58b8c693e9606edbc382b512abd0c7a12","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AA-block-record-insert-pointer-context.md","documentation","4491","ed96073fb497e705de8ce327c5d27e22fb952ea0f60ad8236c80d59845114109","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AB-block-record-layout-pointer-context.md","documentation","4154","9d396f5bc9327d3c7c561278917263afc0d9c0ae2fd81382d7ea789e7747782d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AC-object-style-text-style-pointer-context.md","documentation","4510","1e8f6a8a2dc0cd6902546ad954d9fbdf9513e0bc525f831b0c6fdef01ee0095b","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AD-object-block-record-back-pointer-context.md","documentation","4399","302c2ecf33c30bf7cc44989bd86f3033968281350064beabf59348511c7e0701","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AE-placeholder-default-dictionary-pointer-context.md","documentation","5217","e896144390440b3467305bf07c4d9b3af61f35ab5a338f939b54b2b865f28131","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AF-dimstyle-table-pointer-context.md","documentation","5240","79fda7c0e8e12356dad0b88986249fd46565c85adb4d33f9c00bba509b295a50","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AG-header-material-pointer-context.md","documentation","5166","5e51b9777a01267730fc2d066a8bf29ad87f395d031255f8382184e00a5b57c5","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AH-vport-visual-style-pointer-context.md","documentation","5093","a8743fd07df2784e54164bdba1841ffe301a7c0f98edd8c9bfaa2ff1c6d0b927","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AI-xrecord-tablestyle-pointer-context.md","documentation","5130","bfff3a14199e4f33340514ca54c0b42ae712290e2b147b8b53edb1a17a753c7a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AJ-sun-vport-pointer-context.md","documentation","5090","a0d18fad781a85af54e05d93a83366907ffb358819c3028ff3580d708a4afa34","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AK-layout-vport-pointer-context.md","documentation","5163","3024c88dc473d4688aab6e404e3a569dfe3938833f357a9cefcd89f5c7053edf","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AL-dictionary-table-pointer-context.md","documentation","5271","40a6c3d94eaf48e7d8cdec5c6481c945be9696865bb49869001f45a7541f18ba","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2AM-dictionary-tablestyle-pointer-context.md","documentation","5455","18cde72b2849b3b51819ff65c183a04ece4ec52f446c3d998c2b817ef38f1715","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2G-read-only-owner-graph.md","documentation","2678","edb58477a3a3918d68221793591843c534c7b0a847308a7d2da8028cfcc386ac","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2H-handle-reference-index.md","documentation","2530","905a00c7a2176c669acd01ba2e06d2bae60b3e8d59bcde6d975999ae0d8e81b4","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2O-owner-pointer-reference-split.md","documentation","2740","acd0e67ae47212961b7106b8b0ad75f67489f62386c8869290b7ff71ffd026f5","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2P-pointer-target-audit.md","documentation","3523","188978f9af54f8ff67fb8cbfb61319e41c1c97f5c13152bb91f06021a0411995","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2Q-pointer-null-target-classification.md","documentation","3852","20f9cd2bf93187ce7ffde9764b38c2c3e5ca3f29b8f9e7d9339a21ad864342da","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2R-pointer-context-matrix.md","documentation","4205","561a18086b751e39182103fbc49bb619e1e2906280e752a0cc27cf2b8684807a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2S-pointer-candidate-semantics.md","documentation","3844","d651ac366b97ee60490f3baaea2d7dcfae5d1effd453e308a0533ff838fda26c","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2S1-v30-corpus-gate.md","documentation","4123","e1e3a59c811681394b9ccf7e1269942d20281efb6ef9c6311695804db02e030d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2T-owner-reference-target-audit.md","documentation","3016","2cd7a448775f593f0864d7c45f766a90c944d63f20b8a9d8c863ad7d1c188e4a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2U-pointer-target-context-audit.md","documentation","4535","cc43e1c4871a8928995a7ec8fd933e9ec9ff9453ec1d76f94f64cc3eb1067825","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2V-layer-material-pointer-context.md","documentation","5701","9fe320ee70e7145d0b726b456e4fdcb7ad9769efd03f9c71fcd9fa1460013599","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2W-cellstylemap-linetype-pointer-context.md","documentation","4834","bb32916aeaad1ac120958b009ddd6f320b6cf5347f161a748ce87c6039a456fd","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2X-linetype-style-pointer-context.md","documentation","4957","f804853bb41893711a12ea36b32d0c9b80140d93ee6b72266aeeb955cdd18134","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2Y-object-style-linetype-pointer-context.md","documentation","5509","56f6b09d3dcf60813efa852d161543d5a926dbf0a1d686b99dbc0da442486d85","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-L2Z-cellstylemap-style-pointer-context.md","documentation","4185","bfa7de297ace1c1911d7a86b2be3190253ad43b8d9084bc217ea60eb1e294c9f","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-O1-OLE2FRAME-metadata-policy.md","documentation","2368","4283f4042f4e623f7c6b175cdbacb844f370ddf7a732af9ef8ba9a634078ecf6","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R0-v49-rebaseline.md","documentation","3062","86f2c60a352c87a7910c127e3abf00644a581a9fba54e73cb39a5d96ab034e33","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R1-spec-coverage-inventory.md","documentation","3405","ea8ba9e7d8f3fd549a9c375030589551be3eea994345e7e112678b7b310b97b0","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-acadver-app-visible.md","documentation","1151","1ea54b941991b04db45a80c0d92626d64cd369f2dbb203f4e79d7986eeec8f0d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-acadver-fixture-matrix.md","documentation","2435","09c21f4e80f7fae2651f9da74eb6cfba84adeb274c6ba1590ed29bc7a20971f2","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-acadver-public-metadata.md","documentation","2282","656fae013b67fc79dfbf4aeab9073fa720f29a121a7f45d4d5e63ac83a383e2d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-binary-chunk-source-spans.md","documentation","3675","1177d257e8854be1fba323632d06dcab5211cf55a4377c41e81a5763da94ffe9","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-binary-group-stream-fixture-decode.md","documentation","5341","9b0465c261755bad57d07093969111d3694137edfa0bb6e5788df59fdff32598","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-binary-signature-pass-through.md","documentation","3280","d954a378d9da3d95e9e3ea6af4afeee84562042a23bd436111232e33c0638e35","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-closure-audit.md","documentation","6874","fd4902ef07396a39552c0ced1cf1a21dafc3dc25f3cbc1a1e09308afb2f49af5","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-extension-dictionary-source-spans.md","documentation","4135","7f73c14f047149ae16394503159b52200125156600ed9f4a07b55eb3965a20fe","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-group-code-domain-validation.md","documentation","3296","ee4364b6c9b060b9638165ee8ba1290efd78c8e8e2644f99f378539fe2561f00","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-handle-reference-source-coverage.md","documentation","3351","fc1468c13c844f6aa7a063f3c9f5bac6d594b80159ea3fb36ab73f13457e59b0","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-line-ending-source-preservation.md","documentation","3057","9bb3f3bf6fe00e0f927d3e9ca9d7b9338eb13216bcfabb0b9aa19ea18e7f392c","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-proxy-record-source-spans.md","documentation","4095","b8b69e82d39df4cdb882f6a60aed6617c07c93c435830c05bf0f35e7185ba631","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-raw-pointer-context-index.md","documentation","4117","2e4cb750fd2acc2e540228042fe9c00bdcaf3268dd89bd85222ef8fc98985f9a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-raw-record-span-source-coverage.md","documentation","3023","7b947f6a631b0551aca2de951c5b0373cabba14a58a3c66895219d6df5091ee9","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-records-diagnostics-interface.md","documentation","3830","f8fc8277de8dd54134758859cede522ef21b3f295078905bb7a422e4aed33022","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-section-boundary-validation.md","documentation","3390","6292e72f409096121f9c87f47f3ca2ded1281bae53805adffde301dae8501373","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-section-source-feature-coverage.md","documentation","2935","fb2c2b57a23313dbc175fe38eb8c0b9fabf0e417abe481831c26f05737a5a560","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-section-source-spans.md","documentation","3027","e6d61424f16deac4a9d6a4e2b17ddcf4fc946a1b7ed72fe4c7a0e857d90ee489","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-source-feature-module-split.md","documentation","2102","21d653ffb6f8a7f40f3c686128e5a87b3c31c5821ad66ba1d200e59ed034b179","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-thumbnail-image-source-spans.md","documentation","4912","c5117d7286e21b16c90fe15f7200a31d999bda6add06371e30d0dd87b8935bd3","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-unknown-group-zero-source-spans.md","documentation","4227","faf639d5184a625fa37ec998d21ee707694fbfa266748f41fb709e401333d82b","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R2-xdata-source-spans.md","documentation","3451","34d9a3e7a6cc10d48070af610c06c5be78fd32155080cde42faba66974d51aac","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-block-record-topology-inventory.md","documentation","2266","f42d58d13ebeed091343482353670e0fd59d3da9a0aa9a0fa9a5c05f63d44e79","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-closure-audit.md","documentation","5388","871310c40f70fd0eb73153b47d5f5d7edf47ad1890638d7aae3f345ef0ea6bf4","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-dictionary-topology-inventory.md","documentation","3428","5089310ece6eebfad248a0d54eebdc9b9691da35e2a267b6086967706b668035","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-extension-dictionary-topology-inventory.md","documentation","2368","0e09ec4d8456e1e11c558a8f841c5e6aba75017e714be130c51e588d61cd2bfa","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-handle-reference-kind-semantics.md","documentation","3796","ef638b362e337021248f43cadc5581b631f673a413fc4ed4d4ffb4e811113640","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-layout-topology-inventory.md","documentation","3577","748a760a021e711b82a2e1fd24f71f8fa08dd8c605d061625ee9761e0704ee78","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-owner-graph-kind-policy.md","documentation","3812","6aa84f36296a5d6d4d9d11add8e79067043e669e675e8cf4a45ee1da6744d0e9","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-reactor-topology-inventory.md","documentation","2276","f86b8b8f6e598cbce0b43ed595d05a29a08e5d7546b6477693798848a33a0ccf","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-read-only-topology-policy.md","documentation","3671","d4db767e2dbf4ff1e3147299818a62f24071f72fa695a6cafdd4c1c4bfe0976a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-sortents-topology-inventory.md","documentation","3393","05abff7453412fe92f4d118595ed5e46966d47304ca2387581c41d5f0005317d","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-style-reference-topology-inventory.md","documentation","2540","38f7dc2a6f297c5db60e4765102ca50ed46e2b6fce7b90823c187772e7ed6213","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-topology-promotion-blockers.md","documentation","2241","5fa885a4597d18883d125cb4a4d79c8d2b6b8b97af788930389cda205da53c57","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R3-topology-semantics-inventory.md","documentation","3780","d82b06d0966ee74bcc5d08f829693218acba73e40a34a83da50e2e973561b2cd","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-ATTDEF-source-field-preservation-gate.md","documentation","2714","7028257924564a469197feef62162247d45624e49da6dd56de4e91b2b398821a","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-ATTDEF-source-span-overlay.md","documentation","2840","8fba3e3b05a4e79c9f6baa23d223e84139253608a13ac76d89bf68cc6c135d84","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-DIMENSION-source-field-preservation.md","documentation","4276","28ee5c1b3b948596a66061b8196553a9772a83640f41b65f850b6668284b570f","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-LEADER-source-field-preservation.md","documentation","3513","43a755c4faf273d8ae7f00acca069534cfa7be1e9551881e3a68d23f00775e01","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-MESH-base-face-normalization.md","documentation","2062","33e7d3fcdeccd7c30cd8b13b3a318eceecaa7d508cc3e2127200bfd5434e2eea","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-MLINE-source-field-preservation.md","documentation","3071","9348ce76100d2015086652f7bdbaa480d48d69286597010e09db7ae3cac8b5f6","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-VIEWPORT-source-field-preservation.md","documentation","4739","26ce35e8f90a48e19b6deedaa9ffcc158b09ca7b3ceb8f1ff197b40bafc11de8","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-entity-coverage-gap-ledger.md","documentation","2634","df92ffa5bedaed1b58ad47c78a5031de292852826c259c3417234cffe08fb540","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-infinite-line-normalization.md","documentation","2730","3b0a6d5628727afcdc454f809b8aedfa43be354281ff256dbdf8cf3e2284f7cd","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-planar-face-normalization.md","documentation","3942","d18c12f71aca9144cbdbaed8263a17b06ec83a9797b3159de70ea43d9e529e44","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-polyface-mesh-normalization.md","documentation","2788","087ee13472f58e2a1047ea73d9260b645e8de4ca7b7384852933f3fbc2134c6f","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
"legacy-cad-2026-07-23","cad-file/dxf/finished/DXF-100-R4-spline-source-field-normalization.md","documentation","3135","a2ffd37bda495976f25620d6f5fbeb55142fcc7c03965417e3c91b80dfc5e675","untracked","legacy-local-untracked","unverified-no-repo-license","reference_only","false","No direct transfer approved by M1."
